ann_sd,ann_mean_flow_cfs,ann_cv,year
11577.91657399286,4761.101426027398,2.4317727218958503,1951
5950.864028224866,4633.589866120218,1.2842880358782431,1952
2345.9809996750987,1544.1703846575342,1.5192500924665706,1953
2854.2671477962385,1790.524682739726,1.5940953929933286,1954
2134.6363630951328,1244.648269589041,1.7150518867470474,1955
12617.711410852206,5504.101904918032,2.29241965879629,1956
2661.699683809216,1562.292933972603,1.7037135776073944,1957
4775.1567092274745,3503.0913512328766,1.3631265161118074,1958
2027.3854145206635,985.6630375342465,2.0568747506170157,1959
2018.5409394712087,1221.4760775956283,1.652542343231588,1960
809.0045382869051,614.2539389041096,1.317052259738456,1961
3378.166167840506,2312.589397808219,1.4607721418433375,1962
8280.02355396603,3008.6566005479453,2.752066670705473,1963
1386.7620871014894,977.2645336065573,1.4190242656035998,1964
9193.25932532725,4072.6414375342465,2.25732106946622,1965
1904.2720780973805,1300.423995068493,1.4643470785826918,1966
6139.148313961934,4433.607425753425,1.3846846877559706,1967
1253.8351596732705,918.821949453552,1.3646116752206017,1968
7381.863056641181,5755.431516164383,1.2825907207667913,1969
3299.061955904221,2589.903614246575,1.2738164994854244,1970
2599.6649494791773,1991.4698356164383,1.3054001135168982,1971
1481.918916050891,1153.2669366120217,1.284974769505105,1972
3125.5817046188167,2404.8713715068493,1.299687684610085,1973
3997.199865463012,2880.083861369863,1.387876207035795,1974
4321.530525364979,2652.8282430136983,1.629027637483074,1975
548.3113302518705,451.4680423497269,1.2145075150792723,1976
256.846758807574,213.94961863013697,1.2005011294345656,1977
6161.01181529868,4600.312630410959,1.339259374367411,1978
4293.873339905434,2551.0229643835614,1.6831966626153132,1979
5905.623619288357,4681.433239617487,1.2614990574491023,1980
1955.7785305639586,1182.093535068493,1.6545040409603766,1981
6413.479701099281,5756.587808493151,1.1141113302635572,1982
8718.16494965985,7885.404465753424,1.1056078337545185,1983
4218.038629376145,3436.1453349726767,1.2275495411807678,1984
1919.577313467202,1322.7109046575345,1.4512447933316186,1985
6372.077061167715,4087.2922238356164,1.558997182537636,1986
855.055242033883,480.34038821917807,1.7801027417326472,1987
807.905500811383,775.4813912568306,1.0418115894463984,1988
2269.289838319676,1562.6175657534247,1.4522362272470202,1989
1325.5629072115482,892.4598520547946,1.4852913597845097,1990
2135.86845869054,1227.4568676712329,1.7400761810415157,1991
1481.426079605661,982.956568032787,1.5071124480814775,1992
4274.527723657444,3773.810878630137,1.132682018556548,1993
785.882621195937,564.6191172602739,1.3918809993705308,1994
7393.810881058638,6156.412969589041,1.2009933247788926,1995
5002.106690725381,3336.5067554644806,1.4992047243821718,1996
7988.582188940995,4654.031698904109,1.716486415600065,1997
7135.560353079326,5248.46051369863,1.3595530221586525,1998
3927.758623592146,2418.7496660273973,1.6238797585213416,1999
4583.617945597011,2558.4966830601097,1.7915278045679308,2000
1827.3855343401417,1154.7832810958905,1.5824489012396776,2001
2143.0233309781174,1798.5932536986302,1.1914997048783547,2002
4282.016472633449,2253.142704109589,1.9004639452367234,2003
2150.2059167031985,1509.6132650273225,1.4243422249368496,2004
6529.844101152829,5082.368150136987,1.28480344364208,2005
7381.420299989991,5110.9982169863015,1.4442228282252156,2006
978.0511313197436,675.3666465753424,1.4481780174950265,2007
1911.285440576356,1393.0017090163935,1.3720625238327422,2008
3369.3558296934475,2133.9361394520547,1.5789393915783347,2009
4227.097291325186,2556.591335890411,1.6534114122908778,2010
7353.971962252304,5788.830720273972,1.2703726050403938,2011
2161.453005809193,1031.5978224043715,2.0952477398327956,2012
1224.2683979299711,777.3783531506849,1.574868135918704,2013
