station_id,Year,Annual_Maximum,Annual_Mean,Annual_Median,Annual_Minimum,Annual_P10,Annual_P90,Min_1_Day,Min_1_Day_DoY,Min_3_Day,Min_3_Day_DoY,Min_7_Day,Min_7_Day_DoY,Min_30_Day,Min_30_Day_DoY,Total_Volume_m3,Oct-Mar_Volume_m3,Apr-Sep_Volume_m3,Oct-Dec_Volume_m3,Jan-Mar_Volume_m3,Apr-Jun_Volume_m3,Jul-Sep_Volume_m3,DoY_25pct_TotalQ,DoY_33pct_TotalQ,DoY_50pct_TotalQ,DoY_75pct_TotalQ,Days_Below_Normal,Days_Above_Normal,Days_Outside_Normal,Oct_Mean,Oct_Median,Oct_Maximum,Oct_Minimum,Oct_P10,Oct_P20,Nov_Mean,Nov_Median,Nov_Maximum,Nov_Minimum,Nov_P10,Nov_P20,Dec_Mean,Dec_Median,Dec_Maximum,Dec_Minimum,Dec_P10,Dec_P20,Jan_Mean,Jan_Median,Jan_Maximum,Jan_Minimum,Jan_P10,Jan_P20,Feb_Mean,Feb_Median,Feb_Maximum,Feb_Minimum,Feb_P10,Feb_P20,Mar_Mean,Mar_Median,Mar_Maximum,Mar_Minimum,Mar_P10,Mar_P20,Apr_Mean,Apr_Median,Apr_Maximum,Apr_Minimum,Apr_P10,Apr_P20,May_Mean,May_Median,May_Maximum,May_Minimum,May_P10,May_P20,Jun_Mean,Jun_Median,Jun_Maximum,Jun_Minimum,Jun_P10,Jun_P20,Jul_Mean,Jul_Median,Jul_Maximum,Jul_Minimum,Jul_P10,Jul_P20,Aug_Mean,Aug_Median,Aug_Maximum,Aug_Minimum,Aug_P10,Aug_P20,Sep_Mean,Sep_Median,Sep_Maximum,Sep_Minimum,Sep_P10,Sep_P20,tot_vol_acft,ann_vol_percentile
TLG,1987,194.791590513,30.329971267600058,15.800800626,0.028316847,2.9392887186,84.93921426120002,0.028316847,82,0.9888516332142668,361,1.9043601288061143,363,5.493470362716212,347,956485973.8950365,778913434.929929,177572538.96510616,204983577.64367235,573929857.2862568,74932249.57225534,102640289.39285086,163,184,207,229,181,37,218,15.682747552605061,15.85743432,29.081401869,0.764554869,4.332477591,9.62772798,10.84778599563499,7.263271255499999,27.807143754,1.6706939729999999,4.117227544006911,4.9101412697999995,12.14088898120804,12.064354307958235,31.969720263,0.028316847,2.095446678,6.8526769739999995,12.45249154654838,9.780141720894909,49.412898014999996,0.33980216399999996,2.690100465,3.9827079609986034,23.342602113200375,11.9921847045,194.791590513,0.226534776,1.5942384861000003,6.399607422000001,42.99596820980542,36.387148395,118.166202531,8.410103559,22.058823813,27.014272037999998,91.199125238,87.074304525,157.923055719,38.341010837999995,51.7292160996,67.1788878228,94.86965847009678,94.57826898,161.91573114599998,22.596843906,39.586952106,44.570717177999995,32.19245039469669,28.203579612,69.149740374,5.153666154,11.1058673934,18.926980534800002,13.377750002162331,12.682574957050567,32.337839274,1.642377126,4.219210203,6.173072646,9.071221068191923,6.088122105,43.579627533,0.5946537869999999,1.812278208,2.4635656889999997,5.71177679684357,5.996884744936739,17.358227211,0.311485317,1.1893075739999999,1.8698235965376302,775.4365698403407,11.43
TLG,1988,173.32742048699998,33.094944253870835,22.851695528999997,0.226534776,3.794457498,77.4041012745,0.226534776,349,0.894299160189035,364,2.1401323334001385,365,5.06911773706439,364,1046541565.173605,867237646.1261758,179303919.0474292,288563803.45303684,578673842.6731391,60727096.97839189,118576822.0690374,149,171,202,235,114,21,135,8.235644804303298,6.731874188259565,32.536057203,0.906139104,2.7184173119999997,4.81386399,13.984213577231271,15.092879451,27.269123661,1.783961361,3.4291701717,6.626142198,22.502758898225807,21.973873272,40.124972199,9.06139104,10.845352401,12.657630609,32.33418548729032,30.553877912999997,76.766972217,6.909310668,18.859020102,23.729517786,28.805068499999997,26.476251944999998,62.01389493,15.659216391,19.113871725,20.9884469964,48.45651934374193,46.581213315,85.092125235,15.602582696999999,27.637242672,35.877445148999996,75.2935522781,76.8660811815,99.93015306299999,37.689723357,48.9428383548,65.1174213612,97.49216388096774,101.51589649499999,173.32742048699998,43.013290593,49.327947474,56.91686247,47.2183423725,45.73170790499999,78.126180873,19.057238031,34.1076422115,38.550555505800006,11.822619731610645,11.886015774385543,26.05149924,0.991089645,2.576833077,5.493468318,5.847537106087937,6.290663414238826,12.402778986,0.651287481,1.217624421,3.482972181,5.169501892091056,4.2464494898758485,14.583176205,0.226534776,0.8296836171000002,1.9481990736,848.445898468154,14.29
TLG,1989,391.791895092,53.40612372694255,19.227139113,0.056633694,3.725855251251156,156.08812403340005,0.056633694,360,1.850034004,361,2.7996463073180196,30,4.331142854397293,34,1684215517.8528612,1508786033.266181,175429484.58667964,479208311.05160165,1029577722.2145799,94720283.17015973,80709201.41651988,170,182,202,236,86,50,136,4.965472511597454,4.016756461606398,12.034659975,0.84950541,2.491882536,2.7980257839055698,12.30921174634996,9.925054873499999,49.497848556,0.48138639899999996,2.4833874819,4.822115635854593,13.25575081948856,13.761987642,29.591105114999998,0.226534776,5.210299848,7.220795985,18.539313248134462,16.197236484,40.181605893,4.559012367,10.873669247999999,12.204561057,31.727004431571427,27.325757355,69.517859385,4.700596602,15.596919327599998,18.519217938,131.7199243305484,113.43728908199999,391.791895092,34.801404962999996,76.200635277,89.707771296,146.3046533949,161.7883053345,216.142493151,64.788945936,77.4437448603,92.2959311118,146.92515772287098,131.418486927,257.994793017,72.32122723799999,90.953712564,98.85411287699999,99.0863110224,107.943820764,178.424452947,34.971306045,43.53715226250001,49.871630936399995,13.991169345174109,12.912482232,32.56437405,1.302574962,3.992675427,7.07921175,7.433064835592867,5.683679852989802,25.003775901,0.821188563,2.1237635249999998,3.4027206367521674,14.404943804164162,7.949828109823156,59.946765099,0.056633694,2.3191497693,4.5193687812,1365.4170993405646,48.57
TLG,1990,195.697729617,35.80621504713763,19.170505418999998,0.113267388,4.498754853612595,90.65921735519998,0.113267388,304,1.9364529391267375,356,2.5998875845452103,356,4.596389511184674,361,1129184797.7265322,916248973.1028277,212935824.62370458,281018330.57389975,635230642.5289276,74058611.26131721,138877213.36238733,157,175,199,234,112,28,140,24.830354870709083,12.179259031401461,195.697729617,2.973268935,4.559012367,6.371290575,12.870082347649321,11.3692140705,40.266556434,0.622970634,3.0497244218999997,6.7167561084,14.565538168896767,13.45383468087242,36.075663078,1.245941268,2.661783618,8.190310803078733,18.355623696321018,16.70693973,40.323190128,0.991089645,4.502378673,6.286340034,27.987157995642857,24.692290584,59.210527076999995,6.909310668,14.8465228821,18.128445449399997,61.285877928096774,60.03171564,106.896097425,29.845956737999998,39.275466789,44.712301413,105.1885915509,100.55312369699999,146.568000072,58.729140678,82.51529215800001,84.8146201344,82.7272117871613,80.080043316,141.640868694,35.141207127,54.000227229,61.107755825999995,54.40017329408262,51.384768305706494,108.878276715,10.505550237,16.6276525584,33.0797406654,12.093115084777178,11.236415682030142,32.309522427,0.113267388,3.199803711,6.569508504,9.521764700495783,7.862552715918102,21.52080372,0.33980216399999996,3.6357492528281825,4.106629041092766,6.236619307269337,5.097032459999999,23.502983009999998,0.6796043279999999,1.4894661522000001,2.28586201410417,915.4459241040679,28.57
TLG,1991,311.315415918,45.92185339518334,13.535452866,0.028316847,3.1998849479972007,134.89013236920005,0.028316847,351,1.9347284995332001,23,2.8099514404084007,49,3.900081117524932,50,1448191568.6705017,1250922818.6142428,197268750.05625868,246867772.858569,1004055045.7556735,138582382.02063227,58686368.03562652,189,206,229,251,160,24,184,6.066064280319394,5.266933541999999,14.413275123,0.622970634,1.69901082,2.3778470115996,7.166063323755501,3.794457498,29.506154574,0.33980216399999996,1.2346145292,2.3899418868,8.910015431617689,8.603671786925396,21.030804894599587,0.48138639899999996,2.26534776,5.323567236,8.318745355525657,8.564466975934822,17.867930457,0.056633694,1.953862443,4.559012367,6.882415720302673,6.258023187,16.508721801,1.783961361,3.284754252,4.06318389866483,77.63474656054838,55.699238049,311.315415918,25.683380229,33.187344683999996,37.548139122,85.6565743852,84.48331302449999,136.402251999,52.10299848,60.1874582985,67.6829276994,154.2382118222903,143.396513208,272.719553457,74.614891845,96.928567281,104.659066512,142.3308558659,135.9067071765,259.608853296,43.579627533,56.1891195021,70.91671162680001,30.779499242322583,26.391301404,91.038663105,3.284754252,6.767726433,11.355055647,12.138103988923698,13.02574962,27.835460600999998,1.1893075739999999,3.284754252,6.8526769739999995,9.117235156659802,9.014433480966854,18.604168479,0.028316847,3.061984240570558,3.7151703264,1174.0691794031372,40
TLG,1992,168.96662604899998,33.594901617661776,15.7016916615,0.028316847,3.153941385432544,91.859851668,0.028316847,353,1.500792891,340,2.750848083498744,353,3.813472155770713,366,1062351416.9143478,870068117.6821332,192283299.2322145,293588540.6708364,576479577.0112969,101321522.97799614,90961776.2542183,157,177,201,225,160,20,180,11.120666586518002,7.787132925,80.70301395,0.651287481,2.067129831,4.586157528209451,14.32048238429339,13.911922623199814,25.570112841,1.076040186,3.5509326137999997,9.06139104,8.982038727897239,8.919806805,37.633089663,1.98217929,3.96435858,4.615646061,12.263262198925423,10.618817625,33.017443602,0.424752705,5.720003094,8.21188563,48.39692901334072,51.876463703999995,144.500870241,1.330891809,10.6301443638,14.825198009328059,52.07559507967742,52.244582715,99.024013959,27.382391049,34.150117482,35.764177761,110.397947504,114.3009529155,168.96662604899998,57.823001573999996,82.1868167328,87.612324618,86.4842179713871,87.045987678,164.860683234,33.243978378,41.484180855,51.083591988,22.642271476221428,21.7048632255,48.733293687,1.953862443,11.944046064600002,13.626066776399998,25.806695530451613,18.774069561,76.4554869,1.1893075739999999,7.560598149,10.788718707,8.331970520264669,7.691906417187995,24.465755808,0.141584235,1.783961361,2.888318394,3.8134721557707136,3.2105750794325436,12.940799079,0.028316847,0.6427924269,1.4838027828,861.2631666122986,17.14
TLG,1993,432.030134679,101.39893690290391,63.033301422,0.33980216399999996,5.720003093999999,262.4292112572001,0.33980216399999996,339,2.306107716054919,18,3.3238271004185913,52,4.216515278070713,1,3197716874.169976,2748181196.345171,449535677.824806,953133585.8633741,1795047610.4817984,350405576.4270395,99130101.39776665,168,183,220,253,39,175,214,8.429478696901617,6.654459044999999,32.819225673,1.047723339,2.435248842,3.058219476,7.719473054431726,6.8951522445,22.93664607,1.047723339,2.2341992283,4.0323190128,21.111003397139452,14.101789806,69.09310667999999,1.330891809,3.9360417329999997,7.1924791379999995,128.45252556541936,96.333913494,432.030134679,17.075058741,33.498830001,47.260817642999996,84.59961436039286,69.829344702,189.63792435899998,38.567545614,41.260477763699996,47.090916561,150.99423324682357,128.700069615,343.823156274,63.939440526,79.93845908099999,87.923809935,152.9883731818,143.906216454,258.674397345,102.733520916,118.16903421570001,125.4889391652,289.33606196593547,278.496190245,422.11923822899996,194.763273666,215.349621435,217.67160288899998,240.56482979359998,254.9507319645,349.259990898,128.86997069699999,171.203656962,191.52948973859998,97.50586558112903,69.801027855,213.112590522,13.790304489,51.140225682,53.037454431,22.76304215282403,18.377633703,60.852904203,4.728913449,10.307332308,12.855848538,10.90946525942121,10.5197086605,40.011704811,0.33980216399999996,2.9506154574,5.686022877600001,2592.4338379258384,77.14
TLG,1994,208.666845543,35.18919988315566,15.268841637706076,0.08495054099999999,5.158230407873967,101.17043096160003,0.08495054099999999,28,2.1493513838980354,358,5.186028264857143,29,7.748727288916573,343,1109726607.5151963,933950451.9278289,175776155.58736816,224135264.9726479,709815186.955181,80087202.0675507,95688953.51981741,172,191,213,239,127,26,153,10.58124839766463,9.856603453659261,31.658234946,0.08495054099999999,4.049309121,5.776636788,11.70030249114632,10.672049887904425,24.380805267,5.720003094,7.014751241679259,8.557267004829503,13.82204067893562,11.12489922957478,57.454882563,1.160990727,3.284754252,6.484557962999999,12.407724159973158,11.279196430655059,30.383976831,0.651287481,3.11485317,7.419013914,26.25013762366,23.446349316,99.024013959,4.219210203,6.0513102039,10.0977876402,47.56499538658064,48.846561075,70.16914686599999,24.748924278,32.875859367,38.879030930999996,88.4920346648,72.56192043749999,184.654159287,38.680813002,53.7397122366,61.7250630906,126.39727054122581,116.15570639399999,208.666845543,75.407763561,90.783811482,99.646984593,54.7459042,42.6310131585,151.49513145,9.571094286,16.5625238103,22.4665864098,12.717351946427389,11.241788259,26.136449781,3.737823804,5.6350525529999995,6.626142198,8.493804455722719,9.034385581188413,17.301593517,0.538020093,2.916635241,3.992675427,8.979645354950563,8.410103559,20.756248851,0.396435858,2.6657420889246954,3.8454278226000005,899.6708968850749,20
TLG,1995,1334.884484427,153.00216113933803,91.548366351,0.16990108199999998,9.722064996783942,388.960210392,0.16990108199999998,2,4.111662755740379,14,6.343520520113485,18,8.16765605553669,35,4825076153.690163,3616662585.195502,1208413568.494659,1322799805.573459,2293862779.6220455,1022134264.9811597,186279303.51350015,166,188,228,269,12,240,252,8.910787204970902,8.013667701,21.917239578,0.16990108199999998,2.916635241,5.6774176483799526,34.27628215626933,23.78615148,204.985655433,3.6811901099999997,7.0423998489,11.944046064600002,27.46734159,25.456845453,65.383599723,6.909310668,18.037831539,20.982783627,158.95068323109678,121.790758947,496.082842593,6.767726433,37.37823804,73.765386435,75.06897271296428,77.531527086,112.786001601,34.82972181,52.6834938435,58.1288235216,267.1219522177742,186.29653641299998,1334.884484427,61.107755825999995,82.09053945299999,101.147777484,194.8312340988,168.3861306855,631.777173417,104.29094750099999,116.268973782,134.0349635898,303.13093368832256,288.180551919,757.985360496,174.261876438,203.796347859,213.31080845099999,376.9113919935,418.013295414,528.817117725,198.755949093,222.97251664740003,276.6782486676,294.948278352,250.03775901,509.13690906,168.54187334399998,178.650987723,198.24624584699998,69.03921332603225,56.91686247,151.013745051,17.160009282,33.187344683999996,38.652496155,18.22151515074,16.3812959895,65.355282876,1.953862443,5.7115080399,8.2062222606,3911.756788862767,97.14
TLG,1996,1055.36888769,92.1720627979254,59.2246855005,0.33980216399999996,6.968923696690751,223.12259593649998,0.33980216399999996,12,2.2312152243216796,34,4.437546697010513,17,6.972514559155969,61,2914701838.621117,2547942100.2637053,366759738.357411,947448626.5427037,1600493473.7210016,226932762.93605953,139826975.42135137,153,171,212,243,27,134,161,10.485295067589222,10.43337533761543,23.191497693,0.33980216399999996,3.793489391289588,7.504178281784,6.972514559155968,7.4331723375,10.901986095,1.8405950549999999,4.376039839596504,6.1504191684,34.972522168080985,17.273276669999998,317.06373585899996,2.888318394,5.720003094,7.050894903,57.136089672580646,36.273881007,197.396740437,6.8526769739999995,16.42377126,21.549120567,172.403705409,114.40006188,618.100136316,54.538247322,73.3632872076,92.4658321938,135.31981768625806,125.98165230299999,322.75542210599997,70.339047948,83.223213333,98.627578101,158.6961056421,147.3183965175,265.725292248,75.775882572,108.93491040900001,113.324021694,266.10619951248384,216.199126845,1055.36888769,120.261649209,167.267615229,178.311185559,183.8018221923,173.17167782849998,309.72967248599997,77.843012403,95.33149711020002,108.0400980438,58.429530167806455,63.571321515,106.074908862,12.544363221,22.766744988,29.676055656,16.384901062357528,15.630899544,41.031111302999996,4.955448225,8.438420406,9.91089645,10.242974664038732,10.209948438520023,21.860605883999998,0.538020093,2.7014272038,5.028075065411297,2362.98958639588,74.29
